name,cuisine,address,latitude,longitude,phone,rating,types,user_ratings_total,vicinity,photo,scrape_timestamp
"Domino's Pizza | Raghavendra Nagar, Pune",Chinese,"Survey No. 13, Shop No. 4 and 5, Upper Ground Floor, गोल्ड प्लाज़ा, Mundhwa - Kharadi Road, Raghavendra Nagar, Kharadi, Pune",18.5461943,73.9363558,,3.8,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",2257,"Survey No. 13, Shop No. 4 and 5, Upper Ground Floor, गोल्ड प्लाज़ा, Mundhwa - Kharadi Road, Raghavendra Nagar, Kharadi, Pune","[{'height': 1505, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105292960811800551987"">Ravi</a>'], 'photo_reference': 'AciIO2fpm8OqoXN7A3yq4Dy5eKgQohJkc6HzSmciHKdeDiWRaHDHpmw5zI9UUZAIGFrQ9z0pi8_JuBbNCggnLaHFpFNQiRUCDX3qq2RXvvRGb-9BL2PnTfpcNpKgMiJKRc1zeDGKiLAtjNamBeO_qu5FyGO9e2oYHgJhBZAc22JIBUCEgxqG_IuoY2iLzQrfEophP2uxCAY6t0aDOgwHAGS4_iIJcsYeBHQpOdf0c8VfkfiP7-3Obww6CndWssN3FZrAXM7GwSpNVFxtGmbQaMAvRaYV7mjObyGAH4asgkG5SH38XDBruPSegXFJXkR1WL3GIFTgHj-i0yGmGfK1nyEcrgdrPDMu3mATbo8NGABLbDFGqATCuVe8qU-d5P2DzQEuzjcieI8k5tgfgCACuvu4ngEV6PZlhrI6C_LYPNmE36IUMbnajwt7c3Wkl85zFbL93FxmN0ktF7u6khBYgUg2TLkMUoxsOpwH8c1vcpfjkFnpV11TmUkJk0jdnA3YACRV1R9ic1mLUcyQtLmE0IyArCNKKtdrqlKPnUtSRMPo4QdtarLqw9h8qNG5vyGgMvR-JThWDOpDHu-AMK7zXtUykRAHi0Zu_JyQ6l4f_p6pRDDXb5m-hIbjcv0ATOFXA-MiQxbNWQ', 'width': 2167}]",2025-10-17T07:30:46.417228
Hotel Shraddha veg and non veg,Chinese,"FRP8+PP7, Shahu Colony Lane Number 2, Karvenagar, Pune",18.4867847,73.8168065,,3.7,"restaurant,point_of_interest,food,establishment",3625,"FRP8+PP7, Shahu Colony Lane Number 2, Karvenagar, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107164514576637310018"">Mahesh Magar</a>'], 'photo_reference': 'AciIO2d9cc0mOZazknYLpiVi0tbdjWFSFX60pOUFIR9Lf9v0xBqsZMw2VrILqaycms9llSufVTTzIr0NoN6IulqMthhfJnjdzjpT7KsPbvd1W_2X-QXvgyaxt39_ifLVptYucuBL-HFHzK2VprLOR9njwRf7vyUcwrXGr8X2DRwO40fVqPCj3A1L0WXuXbI8boWF2s_0UujmE1BAg-MTPGyN4ny0UUaEJrZP5H4f-1QFDfR6QkAi5rI77n8peec599djk2HmzQN7qV_0egz9QxJm0EXenp5dFTiigP3uD2EgyyUePzGf8tP44FyL9TIztOoqyEnaS_qI4vlLlUqKWX9DWSkLioAQfzBbzzbcmVaNP07rVsfRxGgKB__LRvyjeA3JWtQGp9CJKEe3azJe-CpS_JJEneTFH9ZZQP37XUB8jwizMc1bsNotLBs0HVLu6rOIekSZSjAoCj8gzqB6-Pq5U4c-vvq2Uq0M5cwydJu12AsaIVR32YwMOTGMcbslV5i1OqijEvSOVk2GAiPcDFy5zRVyGmdhjygg-j2VLTd5nUeNJhZE5Jr4QltooI7D--yDLVGz9xaZ-yw7oKx9Aqw_GMx2puQyyb_51d0lBUJhypWi7qlBpf36hdCfJD4QA8386BgLw84m', 'width': 4032}]",2025-10-17T07:30:46.519391
TJ's Brew Works,Chinese,"East Block, Level, 2, Amanora Town Centre, Hadapsar, Pune",18.5182285,73.9355425,,3.8,"restaurant,point_of_interest,food,establishment",162,"East Block, Level, 2, Amanora Town Centre, Hadapsar, Pune","[{'height': 3168, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113659421816170828953"">TJ&#39;s Brew Works</a>'], 'photo_reference': 'AciIO2ccPpJ2ob4fk2x3F8xiqkHdkvMt7bfCvDD6cuC3lJnGQRv-53apXV90-rCZwabmBxSi1shcNONvXdqf0DVKngoS4DOTWikZEQ8ItFf6Jhsk9tCqJEbmW0YN_U8fWDfeeW1weoRJlgdUT3kAd_ayKx57IpY3gdlnwKzIqnIoh70sUcP8RIHBbJJbXFUmPhNWcvmXM6z8FkZExirxzIP-Br3Vk-eTOnU-fjN64ZxldMqyssee1hygm599-w1wFAKHDRli6bvDWDgIf3XkzfpKHNkWIAOuAygjlREy5g3bljmqdA1OkcaA9OfSMbnbOBEYS-yqtLT65B4', 'width': 4752}]",2025-10-17T07:30:46.621389
Chitale Bandhu - Vishrantwadi,Chinese,"Shop No.6, Ravindra Nagar, Premraj Bhavan, Shanti Nagar, Vishrantwadi, Yerawada, Pune",18.5669818,73.878729,,4.2,"meal_takeaway,store,restaurant,point_of_interest,food,establishment",3165,"Shop No.6, Ravindra Nagar, Premraj Bhavan, Shanti Nagar, Vishrantwadi, Yerawada, Pune","[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109356987783395848046"">Chitale Bandhu - Vishrantwadi</a>'], 'photo_reference': 'AciIO2d92YC-l997x0SJbrIOHUibYxjvhslwhftO0IrAtxvKH46iXk-rfC_qm8e8csUKJpOuNKYSjB6tz7lBfIYE_GMmrss-hzwerKM_fDtYIhh3_cMBeW0lzgphh8iVvIVyMSkujyh5eVsK4-LqWrlfLM41xJwJlEEqQHf-M5Hi2vYHSK_RVoQCdz-ZG1PFI4InQ53JYzj2-xoudRFJ8XvYptRNTDuYOxrUvLjjsbCghwydjxUXGHZOdL82XOoddCCSrhe7vdvWfcIzF5CwIIaQ0QQh6VnwcZvbgf4gmuKE1PxWspomfzzGNjtRR8psomuz4BQOcLFt-3c', 'width': 5472}]",2025-10-17T07:30:46.722755
Naturals Ice Cream,Chinese,"72/73 A, near Kedari Petrol Pump, 13, Green Valley Road, Wanowrie, Pune",18.4886174,73.8990441,,4.2,"store,restaurant,point_of_interest,food,establishment",1341,"72/73 A, near Kedari Petrol Pump, 13, Green Valley Road, Wanowrie, Pune","[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117785856679536892651"">Makarand Sainis</a>'], 'photo_reference': 'AciIO2fpP_MjQDbwGIVZSWgFicr18KUHMWeQhXFnk0o1MOadzAMji6Su3cNY06_7dAaTskMc6cY8MqyI5gt8a41wjKeP_1nU8r_deD9c1scsULodZRPvdJ8HCumV7wNmDf2iFnUa4bHm1zuzD_TW59cxDB7bhh6AuHbcb-VjGLKUArF_NBa5cIXwRg6pfdVHekVOHri7j2dQY4tP-ind38kWmoZwcOAiCPXmKaqfStr7n2xJg6A7zqENLgOOyv2lruEYaJbqxl44c8nkiYRw3raehK7w3_vblrMIrR3djQV-dN9XmykGbUhMdfXcEVTTjr9s1pqmGjR-CvuPxOeiG6x9QoXfgBW11i3wjset5Jwm83lplS3onjJ5zwlIQ--kvB9SSJVPc0fOX6dQkJVMi9_XnGXB2yUptvFysIvilu8pjxk9Fx1tFSTbEyVq2bX_PasvfF7rwvIFQoWeD03hH5wCra0kgglS1LcSTEyhNDrWfc-knsSyqW5-3sQjunMjyA9Y1GlGfMUL-8D_YhbgCiqOPewHfHJ4u4VYjZR26Yllluq-NT6eomXh_i6_RZwEbBe-GFTIMwZOzZq7l7QgdMETA_cIyjTO6bIvtuka0pKMebIhA0whcB6WWT2IWS4fzLrewmz2iA', 'width': 4080}]",2025-10-17T07:30:46.824957
Hotel Natraj - Shree Ganesh Fast Food,Chinese,"HV2Q+JP3, Near Netaji Highschool, Airport Road, Subhash Nagar, Yerawada, Pune",18.5515232,73.8892905,,3.8,"cafe,restaurant,point_of_interest,food,establishment",74,"HV2Q+JP3, Near Netaji Highschool, Airport Road, Subhash Nagar, Yerawada, Pune",,2025-10-17T07:30:46.926295
Effingut Koregaon Park - Pune's most loved craft brew pub,Chinese,"Plot No. 389, Serene Bay, No. 21/A, Lane Number 6, Koregaon Park, Pune",18.5339952,73.8984822,,4.3,"bar,restaurant,point_of_interest,food,establishment",3144,"Plot No. 389, Serene Bay, No. 21/A, Lane Number 6, Koregaon Park, Pune","[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118250706641087645846"">Effingut Koregaon Park - Pune&#39;s most loved craft brew pub</a>'], 'photo_reference': 'AciIO2f-qnlwMrXaq6Z35JYt-HCb0hQN_xH7TZEBAmQdCsUEehdq5S0uyC3T-sxgdtnIfWrCiK4iIWDWcJLRIhdJAWAs1NoInk5oSz-7EiAmzS4lrkhvg2l1OEaAmWXMIXBMJnv_u7RvDVJ0irMbj7Yz2oytx8ysgQqnGeRQe4KCSBG-1npVxIkRNM4im5cHGhwiOirwH8k2IJX64_u0eYmKL6bZb5vsQ0GNCF0n5XbgDkUvzle6unU-hvFN3FvYK6KjETVtCY4TFKLm-d8U8Yoj9OPUsndFxvH9CNxVdj-Tx_cBqszZ7bljA5Szg_NaNbIkifT-5IMk9Go', 'width': 2048}]",2025-10-17T07:30:47.028522
Jai Bhavani Restaurant,Chinese,"25/1,1st Floor, Kapila Building, near HDFC bank, Pune - Satara Road, Dhankawadi, Pune",18.4633359,73.8585319,,3.8,"bar,restaurant,point_of_interest,food,establishment",816,"25/1,1st Floor, Kapila Building, near HDFC bank, Pune - Satara Road, Dhankawadi, Pune","[{'height': 3280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107256605214917670017"">Ajit Thite</a>'], 'photo_reference': 'AciIO2fXYOdEWprdr-2TEtI-4ow21Pcv_A8_1q25n-UPhJZSSOeTGyLtIYK_0eDbCpgQWLneeFj8_13X13vVzrwEnQlxg6MdGCPKBMrS4we6opME6dIS9mUhyjKnVzVgO4rSw_qNcy21OH4tjPnWSh0-pe9PWGzVvEW-YedLhPzxkTqTzOusLYrqnE-b1UGoEqyC6I-Wiz3JOgzvdaMPHVngkMhmoJpZFU5RS1kZ6JK3ba8RbD48e-7oS0FYudhld9Nz2k8vDR8he3Rz2Qg74BEb7jKzSpadpWHYYMdpzIfasL1_1km2kWiXLsHqGvkWeTnbLn_ZGZDLRHg1ViI9L2qkguvUzhBMd7NXnsLDuL71Z_rExMshPpcWWqM8h28rIABdHBTVG6pZt0Ya6F2kpNN0WSaELOa1REYPlYiZZI03wFUuT77Fga1XkDG7Z_PZEm8yufdbXT2VdHyw7mb7nA9mocA-6U9sS9efMhd2E0dhnlLko0MGVf4TZtzDWy1WWsNgyWBapSQW34Pl-xnC314jVGgZrf8V5zirLmIFspUCuQ6yNsBidPUNNZNMPMfOqsWN4-2AnbE-VbZHoi3FKCPe9SOXDiX2Hlcg_c9xiJQRVrNKKFNH6CqTT-Gx9XDGid6gjn6F4Q', 'width': 1476}]",2025-10-17T07:30:47.129309
Hotel Taj,Chinese,"Ashirwad Building, Shop No.4 & 5, Abdul Rashid Khan Road, Meeta Nagar, Kondhwa, Pune",18.4705194,73.8886134,,3.9,"restaurant,point_of_interest,food,establishment",203,"Ashirwad Building, Shop No.4 & 5, Abdul Rashid Khan Road, Meeta Nagar, Kondhwa, Pune","[{'height': 1591, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104736075377964697068"">Sadique Shaikh</a>'], 'photo_reference': 'AciIO2e1Oi3FAXCADVFdLwb-z-swE7FRZE3fWt-cGEG_TyCRiSusRbE0svm7HhFNGPD21Dzvf81b4vC0nnJjg0Jwl5On5GGZp0V-tqHEprp7qqh7age8Cc9lvgNALhxuQiZWqnAsK48jqe-yCoMrwpQFiCpfIFfSWbxp1DMjP-fWDtGRh_ivdolHCXk0XXy0M1qviUYvMtUHQ_nKwaDkR7sdEgZnDJNidhEgvweY6ZofV7MpMSLuBXn9uVv2dfuRUoP3CIareVn8KCxt3A-Jzxd50RVMJmw7YCwCyyYH8nEc2LnuepUGt7q9GWwJ6vFNFAN6JkUMEwAFFOp1KJYMVL8yvKIywIwMznQKItnRYpI1e5wMa7YWoI-3-rcnu3O8mv76pcYO_LgddpqMIxXL5cPmN3FaOTFUocYQl6f22MzwJT9S2y2_qCy_rQKPvyVhNkXjDbsVwOL0IbT6gVek664MGXL9AaNT2krOOpIFbbuxarM7sYt7z3PeGyiY9xAAaJTgAFYG-yN5GGuEFHdMVGjaTxv5r5Lu9Mgrtx_RoWiQC4Uf22fKLkSPEwFdMn57RgFmICtiG9Qf9558BCcZnxXZVOjEl5yGf4_E7IoHo76LFQ5mLUPJQcFUi8J6CkWp1BFQ', 'width': 1984}]",2025-10-17T07:30:47.232225
Chopsticks Spice Malabar,Chinese,"Datta Mandir Chowk, Gulmohar Regency, near Datta Mandir Chowk, 1, Viman Nagar Road, Clover Park, Viman Nagar, Pune",18.5653429,73.9131262,,4.1,"restaurant,point_of_interest,food,establishment",7721,"Datta Mandir Chowk, Gulmohar Regency, near Datta Mandir Chowk, 1, Viman Nagar Road, Clover Park, Viman Nagar, Pune","[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115404114388080570807"">dikshant rathod</a>'], 'photo_reference': 'AciIO2eDFOeRIMApwXXZql_7XV9ZzN61fRnfjo0iXaZgeaxJlYOhYcVld9Un0rNTGS2qnXm5gKQNmkZ3udtw2-BF7PWphfL3ydx-6EXx7tiCOfBaSF5e0zdwJlMo9OWxZTeIBB6SvggkwDCnHqB0O5Hmr9kl12VEdh3aKYno09V2P55UMFxD5bS9b1gjZLf265jnYyqD4D8fSn3KiHJZeSmI8sxAdc0yaS-adGGVGEHXXSa97nrnPzrloOeGIofEEhfV2GEwXPjJT80eckxErwBQjmgU8kQ0OMF0Vpmnthi4sd5F8XAoWhLqIklV8FjF2M1O3aBbsw6qqT53pCjZp4mibySGA_aPmx6_AVMyrdGdHjEZMxgDlZimuxebNXH7NRZ0cwY2iFHAaeckqQwUAdcffOr092W6RwaCNT8UmdjtSPmhgAsmCSQkvV9frxz52wModxEn1FknBDu2riCiZgZKaYc9R_MyhT-Q6XMPe_Xn6XMUbPE3Arf3CFXbGiocwlk0COwTfzGX0WDZg4JJgaPwsU0QlHrSESV56QsrLKVwmjh9WTWc9slZye3dFbo9LM4DLf-KoLsBRafSioXMuqu4DkJ98mQOTsz0UIpvIMFQjrrNaYZ-D7QC7TywOIESw8IdOX8a1FG1', 'width': 4000}]",2025-10-17T07:30:47.333058
Subway Baner Road,Chinese,"Survey No, Building-A, next to Hotel Mahabaleshwar, 3/6/1, Baner - Pashan Link Road, Pune",18.555185,73.797627,,3.9,"cafe,restaurant,point_of_interest,food,establishment",775,"Survey No, Building-A, next to Hotel Mahabaleshwar, 3/6/1, Baner - Pashan Link Road, Pune","[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115703523973122795679"">Khushkumar Nagpure</a>'], 'photo_reference': 'AciIO2fZfAxM7PKg9uHnSKcfvEfyaWZLD5NeEcaqrcBoP-KJus48546UZkh6H9Qja4jzmMk_OqKPIMVy6yXnj3EFtfx87pWno7a-XNVmGEH7H58VU5K6rOXfnFnXWBn2fBIPWNk0NtTBIV5rR782sIzt7tw_MMzNc0u9-ZUykTJCOpPxvPzFJHjOBik3lwiHUy-VOBZHx1LRfjT45N_ZPi_GPMA8MzIxg5lBC3O1orLw1Yc3qiFdgqmyEXGiSqnE36oZF-7HHa8D8StT3JMp3P2F22iGhDgns28Bs4I6ys6igvrKv20Mc02lyOvVMgHBclH5jEFnm7baxNH0qQjb5rykTdVwH1e7JCwpurOJ-p0QeXLw68ld0JmlSLlibTw_j-yXyz3m_6q5k-lKU5yTSpAUPRVwGiHjAn_uItmZhuifQephE_Jzt8Rs-DB1OQDTzLgOwVofZpl_CQGjtG2HRsrYv20RvgQlu5FaalDU3d9wXHWkFHyzhnFnZ7JcJuuKBr8EaYX67Z9PsWP0pU2qCXqCeN5aOUW9txlr7aMfddlSk2fPB3su4hZIvlBeQnnPtmO7gVyR9zVgNQF1S13-boaogiw1xsP91teQNw0TOn812Junjdkr2k5-GTD0SuRuh6NCIyvu2nFi', 'width': 3264}]",2025-10-17T07:30:47.435488
New Krsna Medical & Crowen palaza Pune City CentreCrowne Plaza IHG,Chinese,"No. 37 & 37, Cts, 1, next to Jehangir Hospital, near, Bund Garden Road, Central Excise Colony, Sangamvadi, Pune",18.531555,73.8761149,,4,"restaurant,point_of_interest,food,establishment",24,"No. 37 & 37, Cts, 1, next to Jehangir Hospital, near, Bund Garden Road, Central Excise Colony, Sangamvadi, Pune","[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111255823384702018263"">New Krsna Medical &amp; Crowen palaza Pune City CentreCrowne Plaza IHG</a>'], 'photo_reference': 'AciIO2eswPBuQtQt5WA9J_WHU4vIl-TdkVZy15Lh-bNIRXvEdmZFgB6JX0GxrpvbiBnz6kpGPKhLmjwubNpjfHx44lsXQUIjCLYZgOZreKMlTksts05B7mvhdRmTdyJ_ZILmtZnX99koIWkg6yMHvyp_2GMc0YTV8KBg-HWku3hWyUyHEdslfPz5hYKo1EYmWfgdTMP8iTbfFFKXjCq4zH1N-ivGMBKB6btOodNcEYsag9mng7hEQ81cS7kiwgdiwV6XFd-ZVO1JtaReVuRBDIbgH1cC5XVko2r-Blr4P7lmWaRdQBzPCvjNVRgRInxwFJdlOPCsf48Br2s', 'width': 1152}]",2025-10-17T07:30:47.538024
NCC Canteen,Chinese,"next to Symbiosis College, Senapati Bapat Road, Pune",18.5219182,73.8293709,,3.8,"restaurant,point_of_interest,food,establishment",1090,"next to Symbiosis College, Senapati Bapat Road, Pune","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103523158884949049417"">Rahul P</a>'], 'photo_reference': 'AciIO2cE_ux5W4fmjgIOHXkvHVMvIYm6cNY2Smw85BsiAJ0RcJ5kVJ2x7Qpv8XIeSoZt_7HC_xYN1_1WIS6Kl67o0XYgFvEnRFQBTra295jt6slCjZ-MP_Ntg4SbnYarxhIgnP7wnI2Ct0rNon89XJnMlrOsgWZfhKWjiogLv_evanEeiS71rL3_4RROG9BvNMK4ADkdYjEjtrlFStvduBI5j1qRXFQ7wbmSbjkqhnxv2GLKaT4wG4f-UpiJYY_SiDrmHVdtap3sjEtAVZ4QcgnwvYa6Fs_bs0qXpYg3GHaNUHIhvaeIBnJ_zTPEWRT5DioyhW0fcGGhkTPmm4Tw9_unQ9MbqQnIb0CPPpjfz_-kUrVFOyYsoCgYsYbQnjAR7LsZhJMA54xWol7EG9suSEsCZZ46MWOIrtUCeqDJ21Bmx4lRfA7Ugm6vPhcNwCcxaTvNPk0MXjcSDzd7A0GdedXMJOnk8uxeZomS9SI92ZC-ij3XCF1Envlzybx_Qt3W_Ll6XFDfuD7XdMsvhKEgpBF0pvCz7EodfIHJoK0YecwxxW3xi0hRqP607-MPdUM9tC28tL8n2ebszke3z5F_RT_N4q2JIAgnP3vevr-KRM93bAcvjOOMbycGK0P-kj3gRDxi1HDcYQ', 'width': 4608}]",2025-10-17T07:30:47.639774
Palavi,Chinese,"32A, 10, Paud Road, Rambaug Colony, Kothrud, Pune",18.5098728,73.8144612,,3.8,"restaurant,point_of_interest,food,establishment",2739,"32A, 10, Paud Road, Rambaug Colony, Kothrud, Pune","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104789020836734976603"">Yogi A</a>'], 'photo_reference': 'AciIO2cbPXMwRJcUesUX8lribCrgYUYTlPrcXNG1h-ilIt3-vvzOeqKTPasMjavXPKSqNTVZUIAu9sK81yD62aVcRCXBynCACHZ9WJ_vFTWa98pFou1dwgJkO9p9-G8uESdZ7YPRtiTZxa2RC0qEL4xaDCf5bwj0LoTDRVSglOTROVE5pCukcwPZPBsYF5YzVGsQUexQqOvyhs8xYAabdXyBkbE6bfOO5OychxIhaQxciDjbAVaYgX4adE5BuKwhA0xQ5C-nZGvQxtM0HHr4WYD_c_iZpjzOq19P3nLMISk7JZ35BWrRl73tJ6AqTQ2v91eSRTHru4JYX7Tj9esaL8krpv2ZOLMAc4vyuz2sU2yZjltGAVDicVB_EZzG5ZWubsgiaINE3orp08qBb8dWaL-C6IcK59HZ7I5hkgfoZG7tkbENdOtxIXwrw_fRua1WiRiQwDCzZglmZEm0RuRNvsdQX4JltXTjhVyNOqu9VG-HsUr8D8r8BLWbTEAGZ6Py1MZcX3Wf7w6GUg8ZpE3NxPrUfJ0ax72nZki5Kk2Uk8fFiqywJUWjkPRwQYFWKvgVlmleQgT1yzookM86a7dTx8rA0U13PQJODQfvmkwGXXXoXiKpz8glf_tHaLWCQXPmclFJBoCpxw', 'width': 4000}]",2025-10-17T07:30:47.742204
Annapurna,Chinese,"Shop No 1, Gurudatta Apartment, Shivpushpa Park Chowk, Anand Nagar, Off Sinhagad Road, Anand Nagar, Pune",18.4787515,73.8244406,,2,"restaurant,point_of_interest,food,establishment",2,"Shop No 1, Gurudatta Apartment, Shivpushpa Park Chowk, Anand Nagar, Off Sinhagad Road, Anand Nagar, Pune",,2025-10-17T07:30:47.844358
Siddharth Pav-Bhaji,Chinese,"3, Building 5, Gitanjali Kunj, Ambedkar Road , Opposite Nehru Memorial Hall, Pune Cantonment, Pune",18.5193931,73.8752823,,4,"restaurant,point_of_interest,food,establishment",1192,"3, Building 5, Gitanjali Kunj, Ambedkar Road , Opposite Nehru Memorial Hall, Pune Cantonment, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116405909170515988524"">Jay Stanley</a>'], 'photo_reference': 'AciIO2cuHbVu80DzFfSfg3aHjxZLnrAJ_mqR4MychxcP8ksIi2Ne0pG-tIEmpP8KoQxpJSRK2QflDkvG7n1Uyqn7j0DkaGTV-VkBVTfxFLgM3J6HCJAwMHo31cprscx8OsDMUR8GYHoN56U4556W8KJNm90cyb5JPXYJjoKIBZ0aTClcmlBsI6Gnl29df9tVy2Gt7NoHcWuGyWlNQAA6akBOKxOcPEFCBq7KLrZhNW_02gqb2qmkAoz5hH5K03EwNhMertLiRNLWRLS1v2R8qtHkpbGFZoTkmORPl7eFc0V_8ihW_kS1KPzhuSCdD2-Tg9qM4qqvjTPFSrC71K_C139r7opb7Fgya0mAS2iW5RL2qa72ccBqpCfzWuEJR9BwUxhVgTz-Izvsx4xIM_WYuhPjk2EV5uMGvOUaOlBe4Lb5_9KXKP1zIi2xdeyLOkOAi9lCDZrZcxlmOt1X0OnO6onPtqy2NHd5h5TAPaHl4d1-7O_19mRJIPZD9AYrkADByWOodEyw-VUKRXHVvWcaBRVIi5gXHX8UW14s6OWG0ZIWDlRpkTli80weX1sb1DxPgUYbbZhBQML6ypFoHHBPvB1n1k9s0HDli7vnoto9T_8v7aHpW8_nozy1UjYs9MCARvA_aHmYzNs9', 'width': 4032}]",2025-10-17T07:30:47.946084
Oakwood Residence Naylor Road Pune,Italian,"Oakwood, off Mangaldas Road, Naylor Road, Pune",18.5354746,73.8846038,,4.4,"lodging,restaurant,food,store,point_of_interest,establishment",1022,"Oakwood, off Mangaldas Road, Naylor Road, Pune","[{'height': 3743, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104022461661022692519"">Oakwood Residence Naylor Road Pune</a>'], 'photo_reference': 'AciIO2dve2tiKI8k0R6eZWA-m-zAXQlHfOe2QjBReCw7DqfvyKbgfeQ5e9pDG4ijfpdBOfEGLmpXuB2fL_h5TSv4KBWmFk3ep_ec96eZnlnt7xyG3k2w0BsxkLQPRt5aRVowYPFtaVW4v7PSjJjf1_CCmdfgT75kgwKAG-0toHHy_1GboboYvxUDyPhlw8m6TMer7XU3OHbOtkXSuGg0UJrbtQNps7d4HXaOMLzOvbtr86DtKj50tXoTnk9nuu-kMQQRZqwM7ncsRTEa52RPCIxReYvqjEjE_UbEjlWxVOGvR3Lnq-7IgNszPvlT9JSZNtf8sci0g5O7MMU', 'width': 5615}]",2025-10-17T07:30:52.775075
The Corinthians Resort Pune,Italian,"Corinthians Club Internal Road, Nyati County, Undri, Pune",18.4638854,73.9194443,,4.4,"night_club,spa,lodging,restaurant,food,point_of_interest,establishment",4415,"Corinthians Club Internal Road, Nyati County, Undri, Pune","[{'height': 3680, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100158823991026575412"">The Corinthians Resort Pune</a>'], 'photo_reference': 'AciIO2e0v3lsD1wN8KXhkpJAuhuStqp1HUnLidM7JM0a47FPCNQDl5ZCLlOMRbQnD17f7Oo-3Hijt1je6ZfyxrY1S2AuiA_UU2294qsa2akrw1dGqP6Dz9Px4ZqY-awGGNMBm7PiOup-LsvUAILjky_0zzazGSNY1Kpd5XJby4A0oDeoDLL6u_j1VPjU6ahmzrBUkyvdZqMPmRsR52okeadi1xXRS9hoTIMYlrY00aQSueWHSvcHN76utY1bVHCd6569HDSwvJAIqbw0a5LPnjKZQUNDoRT1W0oTMkxS_t0V_iGK7bN5oPgz61NLUJdYXgnPwVtwVYExlL4', 'width': 5520}]",2025-10-17T07:30:52.877434
Hotel Shree Panchratna,Italian,"behind Railway Station, 7, Tadiwala Road, Sangamvadi, Pune",18.5313923,73.8746985,,4.3,"lodging,restaurant,food,point_of_interest,establishment",3146,"behind Railway Station, 7, Tadiwala Road, Sangamvadi, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100976294083959740607"">Hotel Shree Panchratna</a>'], 'photo_reference': 'AciIO2cpBxTWGOkbPZT-UvOL-lsmeXC19gvGzCowJWInR9Zra2KWi_62fL5LjajmLGskVabs1_NTbfGVAAjEX1RbhsQmTVfye5SRDQ_qtXSzx8FFVWJOJREtARtIOnEaMnqSaOqHL8VaX_nGthdhicI3H7PbTIaf-G13sJNQEL4RoxrYeHIYW1MbrN8Su55qfCWgVGeawHnSiY-qphht5QzlaqcwQSLzhP8ePT_1f2GkBxH0ourTQnfXP93t5xrxViAjBbI30EakVLKn-eAX6n7VvgaqgepqudvJxQ-xmUAsZvKf7eQKL9GizBrpTZlkiMgJ81cYDQugWs8', 'width': 4032}]",2025-10-17T07:30:52.979894
Shantai Hotel,Italian,"Off Moledina Road, Camp, 10/3, Rasta Peth, Pune",18.5195905,73.871083,,4.2,"lodging,restaurant,food,point_of_interest,establishment",5980,"Off Moledina Road, Camp, 10/3, Rasta Peth, Pune","[{'height': 400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106438235332354121854"">Shantai Hotel</a>'], 'photo_reference': 'AciIO2faMadAKo2B9n-8_BeAcaHx3My7DnCYKeawKGohQ_TFlZjki2DTmQly9A7r9g__HT4fWoczZI8t1Qh1FuctkaS5_Q-UfJWaKh79YOvXjjMLPuBX8wawt2EI2VW0i3cLrwpKEZzq-UYDE4GWDffOU0L7vRZn8HQ2UgnvhpJiVuaHjWorTLC7rBQb0x7uSxj92U-ObFSivSzol1ha7N92DqcLFaR78Wobo-hTHwyAzUZPn5TX-fJClHha_QI7dz6AwN1Agw84wqlB2dCMS2d_7BjGH3a54lICqNxNDvPGyxPqBvwXBNnzv0B0M0PzSLcAKmK3eyKNmFQ', 'width': 600}]",2025-10-17T07:30:53.081435
